type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,241906101.0,LOUISE EL,LOUISE EL,LOUISE ISD,Wharton,A,93,B,82,A,90,A,100,259,REGION 03: VICTORIA,69.1%,Elementary,/districts/louise-isd/louise-elementary-school/
district,242902.0,SHAMROCK ISD,,SHAMROCK ISD,Wheeler,C,76,B,80,C,76,Not Rated: Senate Bill 1365,68,381,REGION 16: AMARILLO,61.4%,District,/districts/shamrock-isd/
campus,242902001.0,SHAMROCK H S,SHAMROCK H S,SHAMROCK ISD,Wheeler,C,77,B,81,C,77,Not Rated: Senate Bill 1365,66,116,REGION 16: AMARILLO,56.9%,High School,/districts/shamrock-isd/shamrock-high-school/
campus,242902041.0,SHAMROCK MIDDLE,SHAMROCK MIDDLE,SHAMROCK ISD,Wheeler,C,78,C,76,B,80,C,74,79,REGION 16: AMARILLO,62.0%,Middle School,/districts/shamrock-isd/shamrock-middle-school/
campus,242902101.0,SHAMROCK EL,SHAMROCK EL,SHAMROCK ISD,Wheeler,C,74,C,70,C,77,Not Rated: Senate Bill 1365,67,186,REGION 16: AMARILLO,64.0%,Elementary,/districts/shamrock-isd/shamrock-elementary-school/
district,242903.0,WHEELER ISD,,WHEELER ISD,Wheeler,A,91,A,90,A,90,A,94,406,REGION 16: AMARILLO,67.5%,District,/districts/wheeler-isd/
campus,242903001.0,WHEELER SCHOOL,WHEELER SCHOOL,WHEELER ISD,Wheeler,A,91,A,90,A,90,A,94,406,REGION 16: AMARILLO,67.5%,Elem/Secondary,/districts/wheeler-isd/wheeler-school/
district,242905.0,KELTON ISD,,KELTON ISD,Wheeler,B,86,B,87,B,88,B,81,137,REGION 16: AMARILLO,67.2%,District,/districts/kelton-isd/
campus,242905001.0,KELTON SCHOOL,KELTON SCHOOL,KELTON ISD,Wheeler,B,86,B,87,B,88,B,81,137,REGION 16: AMARILLO,67.2%,Elem/Secondary,/districts/kelton-isd/kelton-school/
district,242906.0,FORT ELLIOTT CISD,,FORT ELLIOTT CISD,Wheeler,A,94,A,92,B,84,A,100,159,REGION 16: AMARILLO,30.8%,District,/districts/fort-elliott-cisd/
campus,242906001.0,FORT ELLIOTT SCHOOL,FORT ELLIOTT SCHOOL,FORT ELLIOTT CISD,Wheeler,A,94,A,92,B,84,A,100,159,REGION 16: AMARILLO,30.8%,Elem/Secondary,/districts/fort-elliott-cisd/fort-elliott-school/
district,243901.0,BURKBURNETT ISD,,BURKBURNETT ISD,Wichita,B,81,B,84,B,83,C,75,"3,307",REGION 09: WICHITA FALLS,50.1%,District,/districts/burkburnett-isd/
campus,243901001.0,BURKBURNETT H S,BURKBURNETT H S,BURKBURNETT ISD,Wichita,B,83,B,86,B,83,C,77,861,REGION 09: WICHITA FALLS,44.7%,High School,/districts/burkburnett-isd/burkburnett-high-school/
campus,243901002.0,GATEWAY STUDENT SUPPORT CTR,GATEWAY STUDENT SUPPORT CTR,BURKBURNETT ISD,Wichita,C,77,C,77,Not Rated,.,Not Rated,.,30,REGION 09: WICHITA FALLS,60.0%,High School,/districts/burkburnett-isd/gateway-student-support-center/
campus,243901003.0,WICHITA CO JJAEP,WICHITA CO JJAEP,BURKBURNETT ISD,Wichita,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,7,REGION 09: WICHITA FALLS,85.7%,High School,/districts/burkburnett-isd/wichita-co-jjaep/
campus,243901041.0,BURKBURNETT MIDDLE,BURKBURNETT MIDDLE,BURKBURNETT ISD,Wichita,C,74,C,75,C,74,C,73,743,REGION 09: WICHITA FALLS,47.4%,Middle School,/districts/burkburnett-isd/burkburnett-middle-school/
campus,243901101.0,OVERTON RAY EL,OVERTON RAY EL,BURKBURNETT ISD,Wichita,C,75,Not Rated: Senate Bill 1365,69,C,79,Not Rated: Senate Bill 1365,65,558,REGION 09: WICHITA FALLS,56.3%,Elementary,/districts/burkburnett-isd/overton-ray-elementary-school/
campus,243901103.0,JOHN G TOWER EL,JOHN G TOWER EL,BURKBURNETT ISD,Wichita,C,70,C,72,C,72,Not Rated: Senate Bill 1365,65,468,REGION 09: WICHITA FALLS,36.8%,Elementary,/districts/burkburnett-isd/john-g-tower-elementary-school/
campus,243901104.0,I C EVANS EL,I C EVANS EL,BURKBURNETT ISD,Wichita,C,75,Not Rated,.,Not Rated,.,Not Rated,.,640,REGION 09: WICHITA FALLS,63.9%,Elementary,/districts/burkburnett-isd/i-c-evans-elementary-school/
district,243902.0,ELECTRA ISD,,ELECTRA ISD,Wichita,B,86,B,84,B,87,B,82,454,REGION 09: WICHITA FALLS,67.8%,District,/districts/electra-isd/
campus,243902001.0,ELECTRA JUNIOR/SENIOR HIGH,ELECTRA JUNIOR/SENIOR HIGH,ELECTRA ISD,Wichita,B,83,B,84,B,85,C,79,163,REGION 09: WICHITA FALLS,62.6%,High School,/districts/electra-isd/electra-juniorsenior-high/
campus,243902101.0,ELECTRA EL,ELECTRA EL,ELECTRA ISD,Wichita,C,73,C,70,C,74,Not Rated: Senate Bill 1365,69,291,REGION 09: WICHITA FALLS,70.8%,Elementary,/districts/electra-isd/electra-elementary-school/
district,243903.0,IOWA PARK CISD,,IOWA PARK CISD,Wichita,A,94,A,92,A,91,A,97,"1,921",REGION 09: WICHITA FALLS,37.7%,District,/districts/iowa-park-cisd/
campus,243903001.0,IOWA PARK H S,IOWA PARK H S,IOWA PARK CISD,Wichita,A,95,A,93,B,83,A,100,534,REGION 09: WICHITA FALLS,25.5%,High School,/districts/iowa-park-cisd/iowa-park-high-school/
campus,243903041.0,W F GEORGE MIDDLE,W F GEORGE MIDDLE,IOWA PARK CISD,Wichita,B,83,B,86,B,81,C,77,479,REGION 09: WICHITA FALLS,38.0%,Middle School,/districts/iowa-park-cisd/w-f-george-middle-school/
campus,243903101.0,BRADFORD EL,BRADFORD EL,IOWA PARK CISD,Wichita,A,93,B,89,A,92,A,96,425,REGION 09: WICHITA FALLS,44.9%,Elementary,/districts/iowa-park-cisd/bradford-elementary-school/
campus,243903103.0,KIDWELL EL,KIDWELL EL,IOWA PARK CISD,Wichita,A,93,Not Rated,.,Not Rated,.,Not Rated,.,483,REGION 09: WICHITA FALLS,44.5%,Elementary,/districts/iowa-park-cisd/kidwell-elementary-school/
district,243905.0,WICHITA FALLS ISD,,WICHITA FALLS ISD,Wichita,B,80,B,80,B,81,C,77,"13,371",REGION 09: WICHITA FALLS,65.8%,District,/districts/wichita-falls-isd/
campus,243905001.0,HIRSCHI H S,HIRSCHI H S,WICHITA FALLS ISD,Wichita,C,76,C,76,C,77,C,72,804,REGION 09: WICHITA FALLS,78.7%,High School,/districts/wichita-falls-isd/hirschi-high-school/
campus,243905002.0,RIDER H S,RIDER H S,WICHITA FALLS ISD,Wichita,B,85,B,88,B,82,C,77,"1,584",REGION 09: WICHITA FALLS,42.2%,High School,/districts/wichita-falls-isd/rider-high-school/
campus,243905004.0,WICHITA FALLS H S,WICHITA FALLS H S,WICHITA FALLS ISD,Wichita,C,76,C,78,C,76,C,70,"1,291",REGION 09: WICHITA FALLS,66.3%,High School,/districts/wichita-falls-isd/wichita-falls-high-school/
campus,243905009.0,WICHITA COUNTY JUVENILE JUSTICE AEP,WICHITA COUNTY JUVENILE JUSTICE AEP,WICHITA FALLS ISD,Wichita,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,45,REGION 09: WICHITA FALLS,71.1%,Elem/Secondary,/districts/wichita-falls-isd/wichita-county-juvenile-justice-alternative-education-center/
campus,243905046.0,BARWISE MIDDLE,BARWISE MIDDLE,WICHITA FALLS ISD,Wichita,C,74,C,70,C,75,C,71,"1,009",REGION 09: WICHITA FALLS,72.4%,Middle School,/districts/wichita-falls-isd/barwise-middle-school/
campus,243905047.0,MCNIEL MIDDLE,MCNIEL MIDDLE,WICHITA FALLS ISD,Wichita,C,76,C,76,C,75,C,75,"1,171",REGION 09: WICHITA FALLS,49.1%,Middle School,/districts/wichita-falls-isd/mcniel-middle-school/
campus,243905048.0,KIRBY MIDDLE,KIRBY MIDDLE,WICHITA FALLS ISD,Wichita,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,63,552,REGION 09: WICHITA FALLS,86.8%,Middle School,/districts/wichita-falls-isd/kirby-middle-school/
campus,243905104.0,BROOK VILLAGE EARLY CHILDHOOD,BROOK VILLAGE EARLY CHILDHOOD,WICHITA FALLS ISD,Wichita,B,80,Not Rated,.,Not Rated,.,Not Rated,.,186,REGION 09: WICHITA FALLS,93.0%,Elementary,/districts/wichita-falls-isd/brook-village-early-childhood/
campus,243905105.0,BURGESS EL,BURGESS EL,WICHITA FALLS ISD,Wichita,B,84,Not Rated: Senate Bill 1365,55,B,89,C,72,268,REGION 09: WICHITA FALLS,94.0%,Elementary,/districts/wichita-falls-isd/burgess-elementary-school/
campus,243905107.0,CROCKETT EL,CROCKETT EL,WICHITA FALLS ISD,Wichita,B,85,C,76,B,89,C,75,409,REGION 09: WICHITA FALLS,63.1%,Elementary,/districts/wichita-falls-isd/crockett-elementary-school/
campus,243905108.0,CUNNINGHAM SCHOOL,CUNNINGHAM SCHOOL,WICHITA FALLS ISD,Wichita,B,84,C,72,B,88,C,74,445,REGION 09: WICHITA FALLS,69.9%,Elementary,/districts/wichita-falls-isd/cunningham-school/
campus,243905109.0,FAIN EL,FAIN EL,WICHITA FALLS ISD,Wichita,B,84,C,79,B,86,C,79,405,REGION 09: WICHITA FALLS,59.3%,Elementary,/districts/wichita-falls-isd/fain-elementary-school/
campus,243905111.0,FOWLER EL,FOWLER EL,WICHITA FALLS ISD,Wichita,A,91,B,83,A,92,B,87,554,REGION 09: WICHITA FALLS,46.6%,Elementary,/districts/wichita-falls-isd/fowler-elementary-school/
campus,243905112.0,FRANKLIN EL,FRANKLIN EL,WICHITA FALLS ISD,Wichita,C,79,C,70,B,85,Not Rated: Senate Bill 1365,65,458,REGION 09: WICHITA FALLS,55.2%,Elementary,/districts/wichita-falls-isd/franklin-elementary-school/
campus,243905114.0,HAYNES EL,HAYNES EL,WICHITA FALLS ISD,Wichita,C,72,Not Rated: Senate Bill 1365,52,C,75,Not Rated: Senate Bill 1365,65,192,REGION 09: WICHITA FALLS,89.1%,Elementary,/districts/wichita-falls-isd/haynes-elementary-school/
campus,243905118.0,JEFFERSON EL,JEFFERSON EL,WICHITA FALLS ISD,Wichita,B,80,C,71,B,82,C,76,396,REGION 09: WICHITA FALLS,63.6%,Elementary,/districts/wichita-falls-isd/jefferson-elementary-school/
campus,243905119.0,LAMAR EL,LAMAR EL,WICHITA FALLS ISD,Wichita,C,78,Not Rated: Senate Bill 1365,62,B,80,C,72,369,REGION 09: WICHITA FALLS,90.5%,Elementary,/districts/wichita-falls-isd/lamar-elementary-school/
campus,243905121.0,MILAM EL,MILAM EL,WICHITA FALLS ISD,Wichita,C,74,C,72,C,77,Not Rated: Senate Bill 1365,68,449,REGION 09: WICHITA FALLS,65.9%,Elementary,/districts/wichita-falls-isd/milam-elementary-school/
campus,243905123.0,SHEPPARD AFB EL,SHEPPARD AFB EL,WICHITA FALLS ISD,Wichita,A,94,A,91,B,89,A,100,349,REGION 09: WICHITA FALLS,20.6%,Elementary,/districts/wichita-falls-isd/sheppard-afb-elementary-school/
campus,243905125.0,BOOKER T WASHINGTON EL,BOOKER T WASHINGTON EL,WICHITA FALLS ISD,Wichita,B,84,Not Rated: Senate Bill 1365,56,B,89,C,72,274,REGION 09: WICHITA FALLS,90.9%,Elementary,/districts/wichita-falls-isd/booker-t-washington-elementary-school/
campus,243905126.0,WEST FOUNDATION EL,WEST FOUNDATION EL,WICHITA FALLS ISD,Wichita,B,87,B,82,B,88,B,83,427,REGION 09: WICHITA FALLS,36.1%,Elementary,/districts/wichita-falls-isd/west-foundation-elementary-school/
campus,243905128.0,SCOTLAND PARK EL,SCOTLAND PARK EL,WICHITA FALLS ISD,Wichita,B,80,Not Rated: Senate Bill 1365,64,B,82,C,75,509,REGION 09: WICHITA FALLS,92.9%,Elementary,/districts/wichita-falls-isd/scotland-park-elementary-school/
campus,243905129.0,SOUTHERN HILLS EL,SOUTHERN HILLS EL,WICHITA FALLS ISD,Wichita,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,48,432,REGION 09: WICHITA FALLS,80.8%,Elementary,/districts/wichita-falls-isd/southern-hills-elementary-school/
campus,243905130.0,FARRIS EARLY CHILDHOOD CTR,FARRIS EARLY CHILDHOOD CTR,WICHITA FALLS ISD,Wichita,B,80,Not Rated,.,Not Rated,.,Not Rated,.,240,REGION 09: WICHITA FALLS,100.0%,Elementary,/districts/wichita-falls-isd/farris-early-childhood-center/
campus,243905131.0,ZUNDELOWITZ EL,ZUNDELOWITZ EL,WICHITA FALLS ISD,Wichita,C,70,Not Rated: Senate Bill 1365,50,C,72,Not Rated: Senate Bill 1365,65,502,REGION 09: WICHITA FALLS,87.8%,Elementary,/districts/wichita-falls-isd/zundelowitz-elementary-school/
campus,243905207.0,NORTHWEST HEAD START,NORTHWEST HEAD START,WICHITA FALLS ISD,Wichita,B,80,Not Rated,.,Not Rated,.,Not Rated,.,51,REGION 09: WICHITA FALLS,100.0%,Elementary,/districts/wichita-falls-isd/northwest-head-start/
district,243906.0,CITY VIEW ISD,,CITY VIEW ISD,Wichita,B,87,B,87,A,91,C,79,"1,121",REGION 09: WICHITA FALLS,72.8%,District,/districts/city-view-isd/
campus,243906001.0,CITY VIEW JUNIOR/SENIOR HIGH,CITY VIEW JUNIOR/SENIOR HIGH,CITY VIEW ISD,Wichita,B,85,B,86,B,87,B,81,600,REGION 09: WICHITA FALLS,69.5%,Elem/Secondary,/districts/city-view-isd/city-view-juniorsenior-high/
campus,243906002.0,WICHITA COUNTY J J A E P,WICHITA COUNTY J J A E P,CITY VIEW ISD,Wichita,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,3,REGION 09: WICHITA FALLS,100.0%,High School,/districts/city-view-isd/wichita-county-jjaep/
campus,243906101.0,CITY VIEW EL,CITY VIEW EL,CITY VIEW ISD,Wichita,B,87,C,74,A,91,C,77,518,REGION 09: WICHITA FALLS,76.4%,Elementary,/districts/city-view-isd/city-view-elementary-school/
district,244901.0,HARROLD ISD,,HARROLD ISD,Wilbarger,B,87,C,77,A,93,C,74,105,REGION 09: WICHITA FALLS,54.3%,District,/districts/harrold-isd/
campus,244901001.0,HARROLD SCHOOL,HARROLD SCHOOL,HARROLD ISD,Wilbarger,B,87,C,77,A,93,C,74,105,REGION 09: WICHITA FALLS,54.3%,Elem/Secondary,/districts/harrold-isd/harrold-school/
district,244903.0,VERNON ISD,,VERNON ISD,Wilbarger,Not Rated: Senate Bill 1365,69,C,72,C,73,Not Rated: Senate Bill 1365,61,"1,862",REGION 09: WICHITA FALLS,74.2%,District,/districts/vernon-isd/
campus,244903001.0,VERNON H S,VERNON H S,VERNON ISD,Wilbarger,C,74,C,76,C,78,Not Rated: Senate Bill 1365,65,505,REGION 09: WICHITA FALLS,71.9%,High School,/districts/vernon-isd/vernon-high-school/
campus,244903002.0,NORTH TEXAS STATE HOSPITAL - AFP - VERNON,NORTH TEXAS STATE HOSPITAL - AFP - VERNON,VERNON ISD,Wilbarger,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,19,REGION 09: WICHITA FALLS,26.3%,High School,/districts/vernon-isd/north-texas-state-hospital-afp-/
campus,244903003.0,VERNON ISD OPPORTUNITY CENTER,VERNON ISD OPPORTUNITY CENTER,VERNON ISD,Wilbarger,B,84,B,80,Not Rated,.,Not Rated,.,15,REGION 09: WICHITA FALLS,80.0%,High School,
campus,244903041.0,VERNON MIDDLE,VERNON MIDDLE,VERNON ISD,Wilbarger,C,70,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,69,C,72,418,REGION 09: WICHITA FALLS,71.8%,Middle School,/districts/vernon-isd/vernon-middle-school/
campus,244903104.0,SHIVE EL,SHIVE EL,VERNON ISD,Wilbarger,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,555,REGION 09: WICHITA FALLS,75.7%,Elementary,/districts/vernon-isd/shive-elementary-school/
campus,244903105.0,T G MCCORD EL,T G MCCORD EL,VERNON ISD,Wilbarger,Not Rated: Senate Bill 1365,69,Not Rated,.,Not Rated,.,Not Rated,.,350,REGION 09: WICHITA FALLS,80.3%,Elementary,/districts/vernon-isd/t-g-mccord-elementary-school/
district,244905.0,NORTHSIDE ISD,,NORTHSIDE ISD,Wilbarger,B,88,A,90,B,88,B,83,236,REGION 09: WICHITA FALLS,33.1%,District,/districts/northside-isd-wilbarger/
campus,244905001.0,NORTHSIDE SCHOOL,NORTHSIDE SCHOOL,NORTHSIDE ISD,Wilbarger,B,88,A,90,B,88,B,83,236,REGION 09: WICHITA FALLS,33.1%,Elem/Secondary,/districts/northside-isd-wilbarger/northside-school/
district,245901.0,LASARA ISD,,LASARA ISD,Willacy,B,87,B,86,A,91,C,79,327,REGION 01: EDINBURG,86.9%,District,/districts/lasara-isd/
campus,245901001.0,LASARA H S,LASARA H S,LASARA ISD,Willacy,B,85,B,86,B,85,B,81,96,REGION 01: EDINBURG,84.4%,High School,/districts/lasara-isd/lasara-high-school/
campus,245901101.0,LASARA EL,LASARA EL,LASARA ISD,Willacy,B,85,Not Rated: Senate Bill 1365,67,B,88,C,77,231,REGION 01: EDINBURG,87.9%,Elementary,/districts/lasara-isd/lasara-elementary-school/
district,245902.0,LYFORD CISD,,LYFORD CISD,Willacy,A,90,B,85,A,91,B,86,"1,428",REGION 01: EDINBURG,79.8%,District,/districts/lyford-cisd/
campus,245902001.0,LYFORD H S,LYFORD H S,LYFORD CISD,Willacy,B,85,B,85,B,87,B,80,460,REGION 01: EDINBURG,76.5%,High School,/districts/lyford-cisd/lyford-high-school/
campus,245902041.0,LYFORD MIDDLE,LYFORD MIDDLE,LYFORD CISD,Willacy,C,79,C,73,B,81,C,75,349,REGION 01: EDINBURG,77.9%,Middle School,/districts/lyford-cisd/lyford-middle-school/
campus,245902106.0,LYFORD EL,LYFORD EL,LYFORD CISD,Willacy,B,89,Not Rated: Senate Bill 1365,67,A,94,C,78,619,REGION 01: EDINBURG,83.2%,Elementary,/districts/lyford-cisd/lyford-elementary-school/
district,245903.0,RAYMONDVILLE ISD,,RAYMONDVILLE ISD,Willacy,A,92,B,86,A,93,A,91,"1,959",REGION 01: EDINBURG,88.3%,District,/districts/raymondville-isd/
campus,245903001.0,RAYMONDVILLE H S,RAYMONDVILLE H S,RAYMONDVILLE ISD,Willacy,A,90,B,86,A,91,B,86,507,REGION 01: EDINBURG,78.7%,High School,/districts/raymondville-isd/raymondville-high-school/
campus,245903004.0,RAYMONDVILLE OPTIONS ACADEMIC ACADEMY,RAYMONDVILLE OPTIONS ACADEMIC ACADEMY,RAYMONDVILLE ISD,Willacy,A,100,A,93,Not Rated,.,Not Rated,.,44,REGION 01: EDINBURG,95.5%,High School,/districts/raymondville-isd/raymondville-options-academic-acad/
campus,245903041.0,MYRA GREEN MIDDLE,MYRA GREEN MIDDLE,RAYMONDVILLE ISD,Willacy,B,89,B,80,A,90,B,85,409,REGION 01: EDINBURG,88.5%,Middle School,/districts/raymondville-isd/myra-green-middle-school/
campus,245903102.0,PITTMAN EL,PITTMAN EL,RAYMONDVILLE ISD,Willacy,A,97,A,90,A,96,A,100,574,REGION 01: EDINBURG,89.2%,Elementary,/districts/raymondville-isd/pittman-elementary-school/
campus,245903105.0,SMITH EL,SMITH EL,RAYMONDVILLE ISD,Willacy,B,89,C,75,A,93,C,78,425,REGION 01: EDINBURG,97.6%,Elementary,/districts/raymondville-isd/smith-elementary-school/
district,245904.0,SAN PERLITA ISD,,SAN PERLITA ISD,Willacy,A,92,A,91,A,92,A,91,223,REGION 01: EDINBURG,77.6%,District,/districts/san-perlita-isd/
campus,245904002.0,SAN PERLITA H S,SAN PERLITA H S,SAN PERLITA ISD,Willacy,A,95,A,92,A,93,A,100,77,REGION 01: EDINBURG,67.5%,High School,/districts/san-perlita-isd/san-perlita-high-school/
campus,245904041.0,SAN PERLITA MIDDLE,SAN PERLITA MIDDLE,SAN PERLITA ISD,Willacy,B,85,C,77,B,88,C,77,50,REGION 01: EDINBURG,82.0%,Middle School,/districts/san-perlita-isd/san-perlita-middle-school/
campus,245904101.0,SAN PERLITA EL,SAN PERLITA EL,SAN PERLITA ISD,Willacy,A,96,A,90,A,94,A,100,96,REGION 01: EDINBURG,83.3%,Elementary,/districts/san-perlita-isd/san-perlita-elementary-school/
district,246801.0,MERIDIAN WORLD SCHOOL LLC,,MERIDIAN WORLD SCHOOL LLC,Williamson,A,96,A,96,A,90,A,96,"1,683",REGION 13: AUSTIN,5.7%,District,/districts/meridian-world-school-llc/
campus,246801001.0,MERIDIAN WORLD SCHOOL LLC,MERIDIAN WORLD SCHOOL LLC,MERIDIAN WORLD SCHOOL LLC,Williamson,A,96,A,96,A,90,A,96,"1,683",REGION 13: AUSTIN,5.7%,Elem/Secondary,/districts/meridian-world-school-llc/meridian-world-school-llc/
district,246802.0,GOODWATER MONTESSORI SCHOOL,,GOODWATER MONTESSORI SCHOOL,Williamson,B,80,Not Rated: Senate Bill 1365,64,B,82,C,74,369,REGION 13: AUSTIN,36.6%,District,/districts/goodwater-montessori-school/
campus,246802001.0,GOODWATER MONTESSORI SCHOOL,GOODWATER MONTESSORI SCHOOL,GOODWATER MONTESSORI SCHOOL,Williamson,B,80,Not Rated: Senate Bill 1365,64,B,82,C,74,369,REGION 13: AUSTIN,36.6%,Elementary,/districts/goodwater-montessori-school/goodwater-montessori-school/
district,246902.0,FLORENCE ISD,,FLORENCE ISD,Williamson,C,71,C,74,B,80,Not Rated: Senate Bill 1365,51,"1,114",REGION 13: AUSTIN,61.8%,District,/districts/florence-isd/
campus,246902001.0,FLORENCE H S,FLORENCE H S,FLORENCE ISD,Williamson,C,70,C,74,C,72,Not Rated: Senate Bill 1365,62,344,REGION 13: AUSTIN,54.4%,High School,/districts/florence-isd/florence-high-school/
campus,246902006.0,STEP - CORE,STEP - CORE,FLORENCE ISD,Williamson,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,1,REGION 13: AUSTIN,0.0%,High School,
campus,246902041.0,FLORENCE MIDDLE,FLORENCE MIDDLE,FLORENCE ISD,Williamson,C,77,C,70,B,80,C,71,266,REGION 13: AUSTIN,58.6%,Middle School,/districts/florence-isd/florence-middle-school/
campus,246902101.0,FLORENCE EL,FLORENCE EL,FLORENCE ISD,Williamson,C,70,Not Rated: Senate Bill 1365,65,C,72,Not Rated: Senate Bill 1365,65,503,REGION 13: AUSTIN,68.8%,Elementary,/districts/florence-isd/florence-elementary-school/
district,246904.0,GEORGETOWN ISD,,GEORGETOWN ISD,Williamson,B,82,B,85,B,80,C,75,"12,566",REGION 13: AUSTIN,34.9%,District,/districts/georgetown-isd/
campus,246904001.0,GEORGETOWN H S,GEORGETOWN H S,GEORGETOWN ISD,Williamson,B,84,B,87,C,76,C,76,"1,982",REGION 13: AUSTIN,22.0%,High School,/districts/georgetown-isd/georgetown-high-school/
campus,246904002.0,CHIP RICHARTE H S,CHIP RICHARTE H S,GEORGETOWN ISD,Williamson,A,97,A,92,Not Rated,.,Not Rated,.,74,REGION 13: AUSTIN,39.2%,High School,/districts/georgetown-isd/chip-richarte-high-school/
campus,246904003.0,GEORGETOWN ALTER PROG,GEORGETOWN ALTER PROG,GEORGETOWN ISD,Williamson,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,39,REGION 13: AUSTIN,51.3%,High School,/districts/georgetown-isd/georgetown-alter-prog/
campus,246904004.0,EAST VIEW H S,EAST VIEW H S,GEORGETOWN ISD,Williamson,C,79,B,82,C,78,C,73,"2,043",REGION 13: AUSTIN,33.8%,High School,/districts/georgetown-isd/east-view-high-school/
campus,246904040.0,DOUGLAS BENOLD MIDDLE,DOUGLAS BENOLD MIDDLE,GEORGETOWN ISD,Williamson,B,85,B,86,B,85,B,82,726,REGION 13: AUSTIN,23.1%,Middle School,/districts/georgetown-isd/douglas-benold-middle-school/
campus,246904041.0,JAMES TIPPIT MIDDLE,JAMES TIPPIT MIDDLE,GEORGETOWN ISD,Williamson,C,70,C,70,C,70,C,71,580,REGION 13: AUSTIN,42.4%,Middle School,/districts/georgetown-isd/james-tippit-middle-school/
campus,246904042.0,CHARLES A FORBES MIDDLE,CHARLES A FORBES MIDDLE,GEORGETOWN ISD,Williamson,C,75,C,75,C,75,C,75,653,REGION 13: AUSTIN,35.2%,Middle School,/districts/georgetown-isd/charles-a-forbes-middle-school/
campus,246904045.0,GEORGE WAGNER MIDDLE,GEORGE WAGNER MIDDLE,GEORGETOWN ISD,Williamson,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,45,858,REGION 13: AUSTIN,35.7%,Middle School,/districts/georgetown-isd/george-wagner-middle-school/
campus,246904101.0,ANNIE PURL EL,ANNIE PURL EL,GEORGETOWN ISD,Williamson,C,72,Not Rated: Senate Bill 1365,52,C,74,Not Rated: Senate Bill 1365,66,610,REGION 13: AUSTIN,63.4%,Elementary,/districts/georgetown-isd/annie-purl-elementary-school/
campus,246904102.0,CARVER EL,CARVER EL,GEORGETOWN ISD,Williamson,B,82,C,75,B,85,C,74,727,REGION 13: AUSTIN,35.8%,Elementary,/districts/georgetown-isd/carver-elementary-school/
campus,246904103.0,FROST EL,FROST EL,GEORGETOWN ISD,Williamson,B,82,Not Rated: Senate Bill 1365,57,B,86,C,72,362,REGION 13: AUSTIN,59.9%,Elementary,/districts/georgetown-isd/frost-elementary-school/
campus,246904104.0,PAT COOPER EL,PAT COOPER EL,GEORGETOWN ISD,Williamson,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65,586,REGION 13: AUSTIN,62.6%,Elementary,/districts/georgetown-isd/pat-cooper-elementary-school/
campus,246904105.0,WOLF RANCH EL,WOLF RANCH EL,GEORGETOWN ISD,Williamson,B,80,C,77,B,83,C,73,654,REGION 13: AUSTIN,25.4%,Elementary,/districts/georgetown-isd/wolf-ranch-elementary-school/
campus,246904106.0,RAYE MCCOY EL,RAYE MCCOY EL,GEORGETOWN ISD,Williamson,C,79,B,80,Not Rated: Senate Bill 1365,67,C,75,480,REGION 13: AUSTIN,18.1%,Elementary,/districts/georgetown-isd/raye-mccoy-elementary-school/
campus,246904107.0,VILLAGE EL,VILLAGE EL,GEORGETOWN ISD,Williamson,C,72,C,73,Not Rated: Senate Bill 1365,59,C,71,458,REGION 13: AUSTIN,41.0%,Elementary,/districts/georgetown-isd/village-elementary-school/
